Pais,Departamento,Municipio
Colombia,Norte De Santander,Pamplona
Colombia,Norte De Santander,Pamplonita
Colombia,Norte De Santander,Puerto Santander
Colombia,Norte De Santander,Ragonvalia
Colombia,Norte De Santander,Salazar
Colombia,Norte De Santander,San Calixto
Colombia,Norte De Santander,San Cayetano
Colombia,Norte De Santander,Santiago
Colombia,Norte De Santander,Sardinata
Colombia,Norte De Santander,Silos
Colombia,Norte De Santander,Teorama
Colombia,Norte De Santander,Tibú
Colombia,Norte De Santander,Toledo
Colombia,Norte De Santander,Villa Caro
Colombia,Norte De Santander,Villa Del Rosario
Colombia,Quindío,Armenia
Colombia,Quindío,Buenavista
Colombia,Quindío,Calarcá
Colombia,Quindío,Circasia
Colombia,Quindío,Córdoba
Colombia,Quindío,Filandia
Colombia,Quindío,Génova
Colombia,Quindío,La Tebaida
Colombia,Quindío,Montenegro
Colombia,Quindío,Pijao
Colombia,Quindío,Quimbaya
Colombia,Quindío,Salento
Colombia,Risaralda,Pereira
Colombia,Risaralda,Apía
Colombia,Risaralda,Balboa
Colombia,Risaralda,Belén De Umbría
Colombia,Risaralda,Dosquebradas
Colombia,Risaralda,Guática
Colombia,Risaralda,La Celia
Colombia,Risaralda,La Virginia
Colombia,Risaralda,Marsella
Colombia,Risaralda,Mistrató
Colombia,Risaralda,Pueblo Rico
Colombia,Risaralda,Quinchía
Colombia,Risaralda,Santa Rosa De Cabal
Colombia,Risaralda,Santuario
Colombia,Santander,Bucaramanga
Colombia,Santander,Aguada
Colombia,Santander,Albania
Colombia,Santander,Aratoca
Colombia,Santander,Barbosa
Colombia,Santander,Barichara
Colombia,Santander,Barrancabermeja
Colombia,Santander,Betulia
Colombia,Santander,Bolívar
Colombia,Santander,Cabrera
Colombia,Santander,California
Colombia,Santander,Capitanejo
Colombia,Santander,Carcasí
Colombia,Santander,Cepitá
Colombia,Santander,Cerrito
Colombia,Santander,Charalá
Colombia,Santander,Charta
Colombia,Santander,Chima
Colombia,Santander,Chipatá
Colombia,Santander,Cimitarra
Colombia,Santander,Concepción
Colombia,Santander,Confines
Colombia,Santander,Contratación
Colombia,Santander,Coromoro
Colombia,Santander,Curití
Colombia,Santander,El Carmen De Chucurí
Colombia,Santander,El Guacamayo
Colombia,Santander,El Peñón
Colombia,Santander,El Playón
Colombia,Santander,Encino
Colombia,Santander,Enciso
Colombia,Santander,Florián
Colombia,Santander,Floridablanca
Colombia,Santander,Galán
Colombia,Santander,Gámbita
Colombia,Santander,Girón
Colombia,Santander,Guaca
Colombia,Santander,Guadalupe
Colombia,Santander,Guapotá
Colombia,Santander,Guavatá
Colombia,Santander,Güepsa
Colombia,Santander,Hato
Colombia,Santander,Jesús María
Colombia,Santander,Jordán
Colombia,Santander,La Belleza
Colombia,Santander,Landázuri
Colombia,Santander,La Paz
Colombia,Santander,Lebrija
Colombia,Santander,Los Santos
Colombia,Santander,Macaravita
Colombia,Santander,Málaga
Colombia,Santander,Matanza
Colombia,Santander,Mogotes
Colombia,Santander,Molagavita
Colombia,Santander,Ocamonte
Colombia,Santander,Oiba
Colombia,Santander,Onzaga
Colombia,Santander,Palmar
Colombia,Santander,Palmas Del Socorro
Colombia,Santander,Páramo
Colombia,Santander,Piedecuesta
Colombia,Santander,Pinchote
Colombia,Santander,Puente Nacional
Colombia,Santander,Puerto Parra
Colombia,Santander,Puerto Wilches
Colombia,Santander,Rionegro
Colombia,Santander,Sabana De Torres
Colombia,Santander,San Andrés
Colombia,Santander,San Benito
Colombia,Santander,San Gil
Colombia,Santander,San Joaquín
Colombia,Santander,San José De Miranda
Colombia,Santander,San Miguel
Colombia,Santander,San Vicente De Chucurí
Colombia,Santander,Santa Bárbara
Colombia,Santander,Santa Helena Del Opón
Colombia,Santander,Simacota
Colombia,Santander,Socorro
Colombia,Santander,Suaita
Colombia,Santander,Sucre
Colombia,Santander,Suratá
Colombia,Santander,Tona
Colombia,Santander,Valle De San José
Colombia,Santander,Vélez
Colombia,Santander,Vetas
Colombia,Santander,Villanueva
Colombia,Santander,Zapatoca
Colombia,Sucre,Sincelejo
Colombia,Sucre,Buenavista
Colombia,Sucre,Caimito
Colombia,Sucre,Colosó
Colombia,Sucre,Corozal
Colombia,Sucre,Coveñas
Colombia,Sucre,Chalán
Colombia,Sucre,El Roble
Colombia,Sucre,Galeras
Colombia,Sucre,Guaranda
Colombia,Sucre,La Unión
Colombia,Sucre,Los Palmitos
Colombia,Sucre,Majagual
Colombia,Sucre,Morroa
Colombia,Sucre,Ovejas
Colombia,Sucre,Palmito
Colombia,Sucre,Sampués
Colombia,Sucre,San Benito Abad
Colombia,Sucre,San Juan De Betulia
Colombia,Sucre,San Marcos
Colombia,Sucre,San Onofre
Colombia,Sucre,San Pedro
Colombia,Sucre,San Luis De Sincé
Colombia,Sucre,Sucre
Colombia,Sucre,Santiago De Tolú
Colombia,Sucre,Tolú Viejo
Colombia,Tolima,Ibagué
Colombia,Tolima,Alpujarra
Colombia,Tolima,Alvarado
Colombia,Tolima,Ambalema
Colombia,Tolima,Anzoátegui
Colombia,Tolima,Armero
Colombia,Tolima,Ataco
Colombia,Tolima,Cajamarca
Colombia,Tolima,Carmen De Apicalá
Colombia,Tolima,Casabianca
Colombia,Tolima,Chaparral
Colombia,Tolima,Coello
Colombia,Tolima,Coyaima
Colombia,Tolima,Cunday
Colombia,Tolima,Dolores
Colombia,Tolima,Espinal
Colombia,Tolima,Falan
Colombia,Tolima,Flandes
Colombia,Tolima,Fresno
Colombia,Tolima,Guamo
Colombia,Tolima,Herveo
Colombia,Tolima,Honda
Colombia,Tolima,Icononzo
Colombia,Tolima,Lérida
Colombia,Tolima,Líbano
Colombia,Tolima,San Sebastián De Mariquita
Colombia,Tolima,Melgar
Colombia,Tolima,Murillo
Colombia,Tolima,Natagaima
Colombia,Tolima,Ortega
Colombia,Tolima,Palocabildo
Colombia,Tolima,Piedras
Colombia,Tolima,Planadas
Colombia,Tolima,Prado
Colombia,Tolima,Purificación
Colombia,Tolima,Rioblanco
Colombia,Tolima,Roncesvalles
Colombia,Tolima,Rovira
Colombia,Tolima,Saldaña
Colombia,Tolima,San Antonio
Colombia,Tolima,San Luis
Colombia,Tolima,Santa Isabel
Colombia,Tolima,Suárez
Colombia,Tolima,Valle De San Juan
Colombia,Tolima,Venadillo
Colombia,Tolima,Villahermosa
Colombia,Tolima,Villarrica
Colombia,Valle Del Cauca,Cali
Colombia,Valle Del Cauca,Alcalá
Colombia,Valle Del Cauca,Andalucía
Colombia,Valle Del Cauca,Ansermanuevo
Colombia,Valle Del Cauca,Argelia
Colombia,Valle Del Cauca,Bolívar
Colombia,Valle Del Cauca,Buenaventura
Colombia,Valle Del Cauca,Guadalajara De Buga
Colombia,Valle Del Cauca,Bugalagrande
Colombia,Valle Del Cauca,Caicedonia
Colombia,Valle Del Cauca,Calima
Colombia,Valle Del Cauca,Candelaria
Colombia,Valle Del Cauca,Cartago
Colombia,Valle Del Cauca,Dagua
Colombia,Valle Del Cauca,El Águila
Colombia,Valle Del Cauca,El Cairo
Colombia,Valle Del Cauca,El Cerrito
Colombia,Valle Del Cauca,El Dovio
Colombia,Valle Del Cauca,Florida
Colombia,Valle Del Cauca,Ginebra
Colombia,Valle Del Cauca,Guacarí
Colombia,Valle Del Cauca,Jamundí
Colombia,Valle Del Cauca,La Cumbre
Colombia,Valle Del Cauca,La Unión
Colombia,Valle Del Cauca,La Victoria
Colombia,Valle Del Cauca,Obando
Colombia,Valle Del Cauca,Palmira
Colombia,Valle Del Cauca,Pradera
Colombia,Valle Del Cauca,Restrepo
Colombia,Valle Del Cauca,Riofrío
Colombia,Valle Del Cauca,Roldanillo
Colombia,Valle Del Cauca,San Pedro
Colombia,Valle Del Cauca,Sevilla
Colombia,Valle Del Cauca,Toro
Colombia,Valle Del Cauca,Trujillo
Colombia,Valle Del Cauca,Tuluá
Colombia,Valle Del Cauca,Ulloa
Colombia,Valle Del Cauca,Versalles
Colombia,Valle Del Cauca,Vijes
Colombia,Valle Del Cauca,Yotoco
Colombia,Valle Del Cauca,Yumbo
Colombia,Valle Del Cauca,Zarzal
Colombia,Arauca,Arauca
Colombia,Arauca,Arauquita
Colombia,Arauca,Cravo Norte
Colombia,Arauca,Fortul
Colombia,Arauca,Puerto Rondón
Colombia,Arauca,Saravena
Colombia,Arauca,Tame
Colombia,Casanare,Yopal
Colombia,Casanare,Aguazul
Colombia,Casanare,Chámeza
Colombia,Casanare,Hato Corozal
Colombia,Casanare,La Salina
Colombia,Casanare,Maní
Colombia,Casanare,Monterrey
Colombia,Casanare,Nunchía
Colombia,Casanare,Orocué
Colombia,Casanare,Paz De Ariporo
Colombia,Casanare,Pore
Colombia,Casanare,Recetor
Colombia,Casanare,Sabanalarga
Colombia,Casanare,Sácama
Colombia,Casanare,San Luis De Palenque
Colombia,Casanare,Támara
Colombia,Casanare,Tauramena
Colombia,Casanare,Trinidad
Colombia,Casanare,Villanueva
Colombia,Putumayo,Mocoa
Colombia,Putumayo,Colón
Colombia,Putumayo,Orito
Colombia,Putumayo,Puerto Asís
Colombia,Putumayo,Puerto Caicedo
Colombia,Putumayo,Puerto Guzmán
Colombia,Putumayo,Puerto Leguízamo
Colombia,Putumayo,Sibundoy
Colombia,Putumayo,San Francisco
Colombia,Putumayo,San Miguel
Colombia,Putumayo,Santiago
Colombia,Putumayo,Valle Del Guamuez
Colombia,Putumayo,Villagarzón
Colombia,Archipiélago De San Andrés, Providencia Y San Andrés
Colombia,Archipiélago De San Andrés, Providencia Y Providencia
Colombia,Amazonas,Leticia
Colombia,Amazonas,El Encanto
Colombia,Amazonas,La Chorrera
Colombia,Amazonas,La Pedrera
Colombia,Amazonas,La Victoria
Colombia,Amazonas,Mirití - Paraná
Colombia,Amazonas,Puerto Alegría
Colombia,Amazonas,Puerto Arica
Colombia,Amazonas,Puerto Nariño
Colombia,Amazonas,Puerto Santander
Colombia,Amazonas,Tarapacá
Colombia,Guainía,Inírida
Colombia,Guainía,Barranco Minas
Colombia,Guainía,Mapiripana
Colombia,Guainía,San Felipe
Colombia,Guainía,Puerto Colombia
Colombia,Guainía,La Guadalupe
Colombia,Guainía,Cacahual
Colombia,Guainía,Pana Pana
Colombia,Guainía,Morichal
Colombia,Guaviare,San José Del Guaviare
Colombia,Guaviare,Calamar
Colombia,Guaviare,El Retorno
Colombia,Guaviare,Miraflores
Colombia,Vaupés,Mitú
Colombia,Vaupés,Carurú
Colombia,Vaupés,Pacoa
Colombia,Vaupés,Taraira
Colombia,Vaupés,Papunahua
Colombia,Vaupés,Yavaraté
Colombia,Vichada,Puerto Carreño
Colombia,Vichada,La Primavera
Colombia,Vichada,Santa Rosalía
Colombia,Vichada,Cumaribo
Panamá,Bocas del Toro,-
Panamá,Coclé,-
Panamá,Colón,-
Panamá,Chiriquí,-
Panamá,Darién,-
Panamá,Herrera,-
Panamá,Los Santos,-
Panamá,Panamá,-
Panamá,Veraguas,-
Panamá,Panamá Oeste,-
Ecuador,Azuay,-
Ecuador,Bolívar,-
Ecuador,Cañar,-
Ecuador,Carchi,-
Ecuador,Chimborazo,-
Ecuador,Cotopaxi,-
Ecuador,El Oro,-
Ecuador,Esmeraldas,-
Ecuador,Galápagos,-
Ecuador,Guayas,-
Ecuador,Imbabura,-
Ecuador,Loja,-
Ecuador,Los Ríos,-
Ecuador,Manabí,-
Ecuador,Morona Santiago,-
Ecuador,Napo,-
Ecuador,Orellana,-
Ecuador,Pastaza,-
Ecuador,Pichincha,-
Ecuador,Santa Elena,-
Ecuador,Santo Domingo de los Tsáchilas,-
Ecuador,Sucumbíos,-
Ecuador,Tungurahua,-
Ecuador,Zamora Chinchipe,-
